State,Account Length,Area Code,Phone,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls
MI,102,510,336-4656,no,no,0,102.600000,89,17.440000,246.000000,77,20.910000,170.500000,140,7.670000,9.100000,4,2.460000,2
MA,62,415,386-2810,yes,no,0,159.700000,86,27.150000,197.500000,76,16.790000,121.600000,105,5.470000,13.900000,6,3.750000,0
WV,143,510,350-1354,no,no,0,202.800000,109,34.480000,165.800000,104,14.090000,143.900000,71,6.480000,4.600000,4,1.240000,1
MI,53,415,346-5707,no,no,0,57.500000,95,9.780000,265.500000,131,22.570000,244.300000,128,10.990000,11.600000,6,3.130000,3
NM,30,415,405-8370,no,no,0,169.900000,144,28.880000,225.200000,118,19.140000,169.700000,93,7.640000,11.400000,7,3.080000,1
MO,112,415,373-2053,no,no,0,335.500000,77,57.040000,212.500000,109,18.060000,265.000000,132,11.930000,12.700000,8,3.430000,2
RI,129,415,369-5222,no,no,0,139.500000,119,23.720000,289.300000,105,24.590000,129.400000,97,5.820000,13.100000,8,3.540000,0
NC,63,415,347-7420,no,yes,29,142.300000,107,24.190000,118.700000,56,10.090000,240.100000,91,10.800000,6.600000,8,1.780000,1
WY,28,415,392-6856,no,no,0,187.800000,94,31.930000,248.600000,86,21.130000,208.800000,124,9.400000,10.600000,5,2.860000,0
WY,111,415,371-5556,no,no,0,146.200000,55,24.850000,261.500000,83,22.230000,163.200000,116,7.340000,8.700000,3,2.350000,3
PA,91,510,334-5337,no,no,0,231.800000,120,39.410000,150.600000,106,12.800000,269.200000,129,12.110000,11.600000,7,3.130000,3
KY,90,415,334-8817,no,no,0,193.700000,83,32.930000,154.200000,79,13.110000,299.000000,60,13.460000,12.700000,3,3.430000,1
OR,151,510,339-1405,no,no,0,156.400000,108,26.590000,233.400000,118,19.840000,195.700000,141,8.810000,7.700000,6,2.080000,4
NV,105,415,380-7742,yes,yes,29,220.700000,82,37.520000,217.700000,110,18.500000,190.500000,100,8.570000,13.200000,6,3.560000,1
DC,41,408,329-6191,no,yes,37,239.800000,110,40.770000,221.900000,115,18.860000,189.100000,100,8.510000,7.300000,1,1.970000,2
UT,48,510,340-3075,no,yes,43,172.000000,111,29.240000,200.200000,64,17.020000,233.100000,96,10.490000,8.000000,5,2.160000,1
WA,166,408,416-5849,yes,yes,35,128.200000,138,21.790000,274.500000,113,23.330000,298.900000,130,13.450000,8.800000,7,2.380000,2
FL,79,510,334-7443,no,no,0,130.200000,119,22.130000,290.900000,121,24.730000,194.800000,140,8.770000,14.000000,6,3.780000,3
VA,153,510,394-9121,no,no,0,195.400000,107,33.220000,154.600000,96,13.140000,142.800000,97,6.430000,11.600000,6,3.130000,1
KS,110,415,383-1657,yes,no,0,293.300000,79,49.860000,188.500000,90,16.020000,266.900000,91,12.010000,14.500000,4,3.920000,0
KS,163,415,347-4112,no,no,0,191.300000,89,32.520000,193.900000,87,16.480000,268.400000,121,12.080000,12.800000,4,3.460000,1
DC,126,510,362-8280,no,no,0,122.400000,88,20.810000,143.800000,111,12.220000,157.000000,106,7.070000,11.500000,3,3.110000,1
ME,105,408,402-9982,no,yes,33,209.600000,68,35.630000,146.900000,140,12.490000,121.000000,131,5.440000,10.600000,3,2.860000,2
LA,172,415,392-8905,no,no,0,215.700000,140,36.670000,146.300000,84,12.440000,264.600000,83,11.910000,7.100000,1,1.920000,3
DC,126,415,392-5512,no,no,0,161.400000,110,27.440000,220.600000,125,18.750000,249.200000,78,11.210000,5.100000,2,1.380000,0
TX,97,510,351-6384,no,no,0,144.200000,91,24.510000,226.700000,137,19.270000,144.600000,72,6.510000,13.800000,4,3.730000,3
NJ,95,408,348-8015,yes,yes,37,220.200000,109,37.430000,185.300000,99,15.750000,205.100000,82,9.230000,4.100000,2,1.110000,0
DE,87,510,374-6966,no,no,0,256.200000,105,43.550000,160.700000,102,13.660000,249.400000,80,11.220000,7.400000,2,2.000000,4
VT,97,415,328-2236,no,no,0,112.700000,119,19.160000,217.700000,109,18.500000,152.100000,76,6.840000,6.500000,5,1.760000,1
GA,76,415,372-6497,no,no,0,299.500000,125,50.920000,226.700000,92,19.270000,210.700000,134,9.480000,13.700000,4,3.700000,0
TX,140,408,417-8617,no,no,0,194.800000,107,33.120000,170.900000,99,14.530000,225.100000,93,10.130000,13.900000,4,3.750000,0
MT,169,415,361-9621,no,no,0,100.800000,112,17.140000,230.000000,69,19.550000,193.600000,95,8.710000,9.500000,2,2.570000,0
ND,68,408,421-2723,no,yes,22,82.500000,97,14.030000,289.900000,94,24.640000,180.000000,114,8.100000,4.800000,4,1.300000,3
NJ,122,415,327-9341,no,yes,34,146.400000,104,24.890000,89.700000,103,7.620000,220.000000,91,9.900000,15.600000,4,4.210000,2
MO,36,408,383-5474,no,no,0,177.900000,129,30.240000,224.600000,87,19.090000,306.300000,102,13.780000,10.800000,6,2.920000,2
CO,120,510,328-8147,no,yes,27,153.500000,84,26.100000,194.000000,73,16.490000,256.500000,94,11.540000,10.200000,7,2.750000,5
KS,121,408,373-5438,no,no,0,150.700000,105,25.620000,197.300000,133,16.770000,169.000000,116,7.610000,9.200000,15,2.480000,1
NC,64,408,333-9253,no,yes,19,180.100000,106,30.620000,127.500000,92,10.840000,237.400000,118,10.680000,7.500000,3,2.030000,0
MT,13,415,347-9421,no,yes,31,265.300000,94,45.100000,147.600000,95,12.550000,259.300000,117,11.670000,12.900000,1,3.480000,1
DE,106,415,419-3167,no,no,0,128.600000,83,21.860000,134.000000,114,11.390000,210.600000,113,9.480000,11.400000,2,3.080000,0
ND,88,415,414-4162,no,no,0,161.500000,92,27.460000,173.500000,108,14.750000,206.200000,95,9.280000,7.900000,4,2.130000,2
VA,74,408,416-5341,no,no,0,165.300000,120,28.100000,198.500000,106,16.870000,208.500000,102,9.380000,9.800000,3,2.650000,1
IL,83,415,368-8600,no,no,0,195.000000,92,33.150000,210.500000,83,17.890000,180.600000,92,8.130000,11.000000,13,2.970000,0
OK,49,415,336-6085,no,no,0,213.800000,79,36.350000,265.100000,93,22.530000,239.800000,128,10.790000,15.600000,7,4.210000,0
CO,111,510,377-1479,no,yes,24,205.500000,114,34.940000,219.300000,99,18.640000,215.900000,95,9.720000,14.000000,4,3.780000,1
MT,50,415,360-2107,no,yes,22,252.900000,112,42.990000,177.900000,99,15.120000,158.400000,146,7.130000,8.500000,4,2.300000,3
WV,153,408,405-9384,no,yes,28,235.600000,74,40.050000,227.900000,37,19.370000,170.300000,103,7.660000,15.400000,9,4.160000,0
ME,88,415,420-5179,no,no,0,192.000000,91,32.640000,127.600000,127,10.850000,155.600000,125,7.000000,7.500000,5,2.030000,1
WI,131,415,331-3174,no,yes,39,69.100000,122,11.750000,101.300000,136,8.610000,104.800000,94,4.720000,9.100000,4,2.460000,0
MO,79,408,411-5958,no,no,0,261.700000,97,44.490000,210.600000,48,17.900000,256.700000,83,11.550000,6.000000,3,1.620000,3
NY,140,415,333-8180,no,no,0,235.500000,81,40.040000,257.200000,130,21.860000,103.100000,111,4.640000,11.500000,4,3.110000,2
CT,105,408,357-2679,no,no,0,213.400000,100,36.280000,204.900000,52,17.420000,179.700000,93,8.090000,9.500000,6,2.570000,1
AR,54,415,396-2867,no,yes,39,206.900000,143,35.170000,127.800000,72,10.860000,199.200000,120,8.960000,9.200000,1,2.480000,3
WY,87,415,341-9443,no,yes,22,263.800000,65,44.850000,103.400000,115,8.790000,208.100000,109,9.360000,8.500000,3,2.300000,3
CA,96,510,341-4103,no,yes,31,183.400000,126,31.180000,195.500000,106,16.620000,180.100000,93,8.100000,10.500000,5,2.840000,1
CA,79,510,416-8701,no,no,0,157.600000,85,26.790000,194.100000,92,16.500000,231.500000,86,10.420000,9.400000,10,2.540000,5
MN,55,415,397-6109,no,no,0,175.600000,147,29.850000,161.800000,118,13.750000,289.500000,55,13.030000,9.300000,4,2.510000,0
AK,130,415,392-5587,no,no,0,242.500000,101,41.230000,102.800000,114,8.740000,142.400000,89,6.410000,9.300000,2,2.510000,2
VA,34,415,392-9342,no,no,0,151.000000,102,25.670000,131.400000,101,11.170000,186.600000,86,8.400000,9.900000,7,2.670000,0
CO,139,415,368-2845,no,no,0,138.100000,103,23.480000,164.500000,100,13.980000,134.900000,63,6.070000,8.300000,2,2.240000,1
MT,109,408,405-4920,no,no,0,264.700000,69,45.000000,305.000000,120,25.930000,197.400000,86,8.880000,9.500000,9,2.570000,1
SD,65,408,348-7484,no,yes,31,282.300000,70,47.990000,152.000000,89,12.920000,225.500000,93,10.150000,12.000000,4,3.240000,1
NE,63,415,338-5207,no,no,0,211.200000,80,35.900000,237.700000,93,20.200000,259.200000,58,11.660000,12.300000,2,3.320000,0
VT,152,415,418-7846,no,no,0,197.100000,126,33.510000,130.100000,76,11.060000,78.100000,100,3.510000,7.400000,4,2.000000,3
ND,147,408,358-8729,no,no,0,205.300000,95,34.900000,166.700000,128,14.170000,240.600000,84,10.830000,7.800000,4,2.110000,1
GA,112,415,349-1943,no,yes,22,181.800000,110,30.910000,228.100000,123,19.390000,262.700000,141,11.820000,9.200000,4,2.480000,2
OR,120,415,368-8283,no,no,0,252.000000,120,42.840000,150.200000,106,12.770000,151.800000,96,6.830000,9.600000,1,2.590000,2
MT,27,510,345-1419,no,no,0,193.800000,102,32.950000,118.900000,104,10.110000,135.900000,124,6.120000,9.200000,3,2.480000,0
WY,171,415,358-8025,no,no,0,231.200000,135,39.300000,188.700000,74,16.040000,206.900000,124,9.310000,12.300000,1,3.320000,1
GA,101,415,383-8695,no,yes,33,200.100000,108,34.020000,188.900000,122,16.060000,205.100000,90,9.230000,15.500000,4,4.190000,0
WV,32,408,370-7565,no,yes,26,266.700000,109,45.340000,232.300000,107,19.750000,212.800000,98,9.580000,16.300000,4,4.400000,1
CT,3,415,401-6162,no,yes,36,118.100000,117,20.080000,221.500000,125,18.830000,103.900000,89,4.680000,11.900000,6,3.210000,2
IL,151,408,386-5303,no,no,0,175.300000,106,29.800000,144.300000,87,12.270000,160.200000,88,7.210000,11.800000,5,3.190000,0
CO,60,408,351-6552,no,no,0,125.100000,99,21.270000,248.800000,62,21.150000,211.300000,79,9.510000,11.200000,3,3.020000,3
DE,119,415,345-5338,no,no,0,176.800000,90,30.060000,224.700000,81,19.100000,204.600000,77,9.210000,7.500000,15,2.030000,1
LA,43,415,330-2849,no,no,0,241.900000,101,41.120000,129.400000,121,11.000000,264.800000,104,11.920000,5.900000,3,1.590000,1
MA,42,408,364-6801,no,no,0,241.200000,134,41.000000,116.500000,114,9.900000,152.200000,91,6.850000,10.600000,4,2.860000,0
IN,84,408,375-3003,no,no,0,217.100000,99,36.910000,236.000000,68,20.060000,118.300000,120,5.320000,9.400000,4,2.540000,1
NY,65,510,383-8878,no,no,0,195.400000,110,33.220000,181.200000,109,15.400000,178.500000,105,8.030000,8.900000,4,2.400000,0
TX,75,415,384-2372,yes,no,0,222.400000,78,37.810000,327.000000,111,27.800000,208.000000,104,9.360000,8.700000,9,2.350000,1
KS,116,510,377-7107,no,no,0,189.500000,90,32.220000,189.800000,118,16.130000,205.800000,83,9.260000,13.100000,2,3.540000,1
WV,107,415,361-1581,no,no,0,123.100000,100,20.930000,158.400000,82,13.460000,256.100000,82,11.520000,9.300000,5,2.510000,0
NE,189,415,417-7888,no,yes,38,256.700000,98,43.640000,150.500000,120,12.790000,123.000000,87,5.540000,11.400000,3,3.080000,3
ND,123,408,383-8364,no,no,0,159.100000,94,27.050000,241.600000,119,20.540000,202.400000,120,9.110000,6.500000,1,1.760000,1
AK,110,408,396-2335,no,no,0,100.100000,90,17.020000,233.300000,93,19.830000,204.400000,57,9.200000,11.100000,8,3.000000,3
CO,63,415,408-4530,no,yes,32,30.900000,113,5.250000,187.000000,113,15.900000,230.800000,101,10.390000,8.600000,7,2.320000,1
ME,176,415,408-6621,no,no,0,223.200000,76,37.940000,214.400000,131,18.220000,154.400000,80,6.950000,10.100000,2,2.730000,3
SC,108,510,393-7522,no,no,0,187.400000,101,31.860000,199.900000,126,16.990000,216.100000,107,9.720000,12.600000,8,3.400000,1
MN,13,510,338-7120,no,yes,21,315.600000,105,53.650000,208.900000,71,17.760000,260.100000,123,11.700000,12.100000,3,3.270000,3
CO,71,415,357-4265,no,no,0,277.500000,104,47.180000,131.800000,121,11.200000,126.900000,101,5.710000,8.200000,2,2.210000,1
KS,88,415,398-8801,no,no,0,189.800000,111,32.270000,197.300000,101,16.770000,234.500000,111,10.550000,14.900000,3,4.020000,2
MS,137,510,346-2347,no,no,0,147.200000,119,25.020000,192.800000,91,16.390000,172.700000,105,7.770000,10.200000,4,2.750000,1
NE,82,408,343-2741,no,no,0,185.800000,36,31.590000,276.500000,134,23.500000,192.100000,104,8.640000,5.700000,7,1.540000,4
NJ,92,510,420-8242,no,yes,29,155.400000,110,26.420000,188.500000,104,16.020000,254.900000,118,11.470000,8.000000,4,2.160000,3
WI,165,510,402-7746,no,no,0,154.200000,91,26.210000,268.600000,108,22.830000,188.800000,99,8.500000,10.900000,4,2.940000,6
MT,96,415,332-1494,no,no,0,97.600000,98,16.590000,105.500000,118,8.970000,220.200000,105,9.910000,11.600000,9,3.130000,1
AR,156,415,388-6223,no,no,0,178.800000,94,30.400000,178.400000,97,15.160000,169.200000,77,7.610000,7.500000,3,2.030000,1
WA,63,408,404-9539,no,no,0,149.300000,104,25.380000,273.600000,75,23.260000,206.600000,72,9.300000,9.100000,4,2.460000,0
NH,37,415,341-7332,no,no,0,206.000000,89,35.020000,186.000000,88,15.810000,307.100000,86,13.820000,8.400000,11,2.270000,0
IA,98,415,338-7886,no,no,0,216.800000,86,36.860000,190.800000,114,16.220000,187.500000,79,8.440000,11.000000,9,2.970000,0
WV,121,415,332-5596,no,no,0,103.300000,110,17.560000,129.100000,82,10.970000,167.100000,113,7.520000,10.700000,3,2.890000,0
RI,94,415,348-9945,no,no,0,139.400000,95,23.700000,159.100000,92,13.520000,128.200000,129,5.770000,7.700000,3,2.080000,0
KS,99,415,407-1896,no,no,0,191.200000,110,32.500000,163.900000,102,13.930000,243.600000,114,10.960000,14.100000,3,3.810000,1
MT,163,510,398-9408,no,yes,23,160.000000,104,27.200000,189.400000,64,16.100000,229.900000,118,10.350000,10.400000,7,2.810000,1
MO,161,510,369-8005,no,no,0,221.700000,95,37.690000,193.000000,82,16.410000,194.100000,113,8.730000,6.500000,4,1.760000,3
HI,99,415,346-2530,no,no,0,62.900000,81,10.690000,231.000000,64,19.640000,168.900000,121,7.600000,8.500000,5,2.300000,1
CO,108,415,400-5984,no,no,0,215.600000,78,36.650000,195.300000,119,16.600000,194.400000,65,8.750000,3.600000,5,0.970000,1
CT,84,510,351-1007,no,yes,42,165.300000,97,28.100000,223.500000,118,19.000000,260.800000,72,11.740000,7.600000,7,2.050000,3
ID,83,415,345-5980,yes,yes,32,94.700000,111,16.100000,154.400000,98,13.120000,200.400000,109,9.020000,10.600000,6,2.860000,2
DC,139,510,368-8964,no,no,0,203.200000,81,34.540000,152.500000,99,12.960000,197.800000,76,8.900000,9.700000,3,2.620000,2
TN,69,510,358-1912,no,no,0,195.300000,70,33.200000,216.700000,108,18.420000,259.900000,119,11.700000,12.500000,4,3.380000,3
WY,129,510,379-3132,no,no,0,143.700000,114,24.430000,297.800000,98,25.310000,212.600000,86,9.570000,11.400000,8,3.080000,4
MO,106,415,340-9910,no,no,0,114.400000,104,19.450000,78.300000,101,6.660000,232.700000,78,10.470000,0.000000,0,0.000000,2
VA,158,415,396-2719,no,no,0,222.800000,101,37.880000,203.000000,128,17.260000,210.600000,106,9.480000,6.900000,2,1.860000,2
SD,168,415,369-6204,no,yes,22,175.900000,70,29.900000,211.700000,105,17.990000,174.500000,81,7.850000,7.300000,5,1.970000,2
WV,115,510,420-9971,yes,no,0,249.900000,95,42.480000,242.500000,104,20.610000,151.700000,121,6.830000,15.300000,6,4.130000,1
GA,57,408,410-3782,yes,yes,30,234.500000,130,39.870000,195.200000,116,16.590000,268.800000,94,12.100000,11.400000,4,3.080000,2
AZ,67,415,404-4481,no,no,0,210.700000,116,35.820000,219.200000,86,18.630000,179.700000,83,8.090000,7.200000,6,1.940000,1
AK,127,408,383-9255,no,no,0,182.300000,124,30.990000,169.900000,110,14.440000,184.000000,116,8.280000,9.300000,3,2.510000,1
AK,78,510,418-9385,no,no,0,190.300000,88,32.350000,194.500000,89,16.530000,256.500000,109,11.540000,11.700000,5,3.160000,2
CT,100,415,360-9676,no,yes,38,177.100000,88,30.110000,163.700000,108,13.910000,242.700000,72,10.920000,7.400000,2,2.000000,0
UT,103,510,327-3587,no,yes,36,87.200000,92,14.820000,169.300000,110,14.390000,166.700000,80,7.500000,10.900000,5,2.940000,6
KY,113,415,385-4715,no,no,0,215.600000,96,36.650000,193.400000,127,16.440000,105.400000,115,4.740000,13.500000,3,3.650000,1
MI,78,510,414-2695,no,no,0,137.400000,109,23.360000,237.600000,49,20.200000,206.700000,136,9.300000,14.000000,11,3.780000,3
OR,129,510,331-5999,no,yes,36,192.800000,103,32.780000,177.000000,83,15.050000,216.500000,118,9.740000,16.400000,5,4.430000,1
TN,57,510,337-7739,no,no,0,149.300000,100,25.380000,200.200000,110,17.020000,231.700000,101,10.430000,11.900000,3,3.210000,2
WV,82,408,388-6658,no,no,0,143.700000,116,24.430000,170.700000,99,14.510000,287.700000,95,12.950000,7.800000,5,2.110000,1
NJ,64,415,405-6943,no,no,0,224.800000,111,38.220000,190.000000,101,16.150000,221.400000,110,9.960000,9.200000,2,2.480000,1
MS,86,510,382-4084,no,yes,39,261.200000,122,44.400000,214.200000,101,18.210000,154.900000,101,6.970000,12.700000,5,3.430000,2
ME,151,415,352-8249,no,yes,26,196.500000,98,33.410000,175.800000,111,14.940000,221.800000,124,9.980000,13.400000,5,3.620000,0
WY,94,510,353-8363,no,no,0,271.200000,105,46.100000,202.600000,105,17.220000,221.600000,51,9.970000,11.500000,3,3.110000,3
WY,90,415,416-2825,no,no,0,207.200000,121,35.220000,292.500000,104,24.860000,226.300000,103,10.180000,8.000000,1,2.160000,2
IN,48,510,342-6696,no,no,0,300.400000,94,51.070000,133.200000,103,11.320000,197.400000,94,8.880000,7.200000,5,1.940000,2
NM,85,408,338-9210,no,yes,37,229.600000,123,39.030000,132.300000,90,11.250000,211.900000,76,9.540000,9.500000,8,2.570000,2
NJ,93,415,328-1768,yes,yes,20,187.500000,110,31.880000,169.800000,94,14.430000,175.300000,127,7.890000,12.100000,4,3.270000,1
DC,169,415,406-5870,yes,no,0,57.100000,98,9.710000,199.700000,78,16.970000,274.700000,103,12.360000,6.500000,6,1.760000,3
UT,68,415,398-3834,no,no,0,162.100000,86,27.560000,155.000000,86,13.180000,189.700000,87,8.540000,11.000000,9,2.970000,5
KY,91,415,330-7754,yes,no,0,145.000000,89,24.650000,175.800000,102,14.940000,223.700000,151,10.070000,16.700000,3,4.510000,2
KS,68,510,414-9054,no,no,0,159.500000,123,27.120000,240.800000,93,20.470000,210.300000,76,9.460000,11.400000,3,3.080000,1
MI,101,510,350-2832,no,no,0,190.700000,72,32.420000,208.600000,103,17.730000,203.800000,111,9.170000,8.800000,8,2.380000,1
UT,67,510,414-9027,no,yes,20,230.600000,40,39.200000,189.100000,58,16.070000,162.200000,115,7.300000,9.400000,2,2.540000,1
NE,66,415,337-1225,no,no,0,34.000000,133,5.780000,278.600000,61,23.680000,129.600000,120,5.830000,11.500000,3,3.110000,0
FL,116,415,394-6577,no,yes,17,193.400000,112,32.880000,240.600000,131,20.450000,248.100000,98,11.160000,11.400000,3,3.080000,5
LA,158,408,359-6995,no,no,0,202.000000,126,34.340000,163.500000,86,13.900000,195.400000,84,8.790000,10.400000,6,2.810000,1
MT,78,415,377-7561,no,no,0,191.700000,122,32.590000,241.400000,88,20.520000,203.500000,86,9.160000,9.100000,5,2.460000,1
WA,119,415,380-6631,no,yes,26,161.300000,97,27.420000,250.300000,110,21.280000,142.400000,92,6.410000,6.600000,8,1.780000,1
MI,120,415,390-8876,no,no,0,150.600000,85,25.600000,119.000000,128,10.120000,232.900000,123,10.480000,6.400000,2,1.730000,1
KY,155,510,413-2201,no,no,0,184.600000,102,31.380000,196.000000,117,16.660000,226.500000,122,10.190000,7.800000,1,2.110000,1
LA,106,408,374-2073,no,no,0,220.700000,120,37.520000,270.200000,95,22.970000,121.600000,113,5.470000,8.700000,5,2.350000,1
NM,87,510,417-1272,yes,no,0,167.300000,119,28.440000,198.500000,119,16.870000,133.100000,88,5.990000,11.000000,6,2.970000,1
AL,146,415,358-1129,no,yes,32,154.000000,80,26.180000,185.500000,91,15.770000,148.200000,107,6.670000,8.200000,4,2.210000,3
MO,101,415,394-1211,no,yes,29,121.100000,116,20.590000,186.400000,100,15.840000,241.700000,75,10.880000,10.100000,6,2.730000,0
CO,22,510,327-1319,no,yes,23,182.100000,94,30.960000,164.600000,59,13.990000,128.800000,102,5.800000,12.700000,4,3.430000,3
TX,90,415,399-4413,no,no,0,109.600000,88,18.630000,137.600000,108,11.700000,159.700000,121,7.190000,11.000000,5,2.970000,2
NY,41,415,393-9985,no,no,0,209.900000,105,35.680000,121.900000,105,10.360000,253.700000,104,11.420000,9.600000,4,2.590000,1
OR,69,415,401-8377,no,no,0,167.500000,76,28.480000,242.100000,92,20.580000,101.200000,103,4.550000,11.400000,4,3.080000,2
WY,33,415,331-3202,no,no,0,213.900000,88,36.360000,239.800000,119,20.380000,148.700000,71,6.690000,9.800000,14,2.650000,2
UT,112,415,358-5953,no,no,0,115.800000,108,19.690000,243.300000,111,20.680000,184.600000,78,8.310000,13.100000,5,3.540000,1
LA,108,510,380-7624,no,yes,30,276.600000,99,47.020000,220.100000,113,18.710000,177.900000,95,8.010000,9.800000,6,2.650000,2
NV,136,415,416-5261,no,yes,21,179.400000,88,30.500000,181.100000,97,15.390000,320.700000,120,14.430000,9.500000,4,2.570000,2
NC,128,510,417-5067,no,no,0,187.300000,84,31.840000,270.800000,95,23.020000,206.400000,68,9.290000,10.100000,5,2.730000,1
NC,27,408,345-6515,no,no,0,201.200000,128,34.200000,227.200000,100,19.310000,145.800000,91,6.560000,8.400000,3,2.270000,2
WY,161,415,406-1349,yes,no,0,189.600000,78,32.230000,267.400000,117,22.730000,184.500000,137,8.300000,1.300000,6,0.350000,1
